Training with hyperparameters: alpha=0.05, lambda=0.0001
Training data: ./Syn_8_8_8_2_10000/syn_biny/rp30.train.npz
Test data:     ./Syn_8_8_8_2_10000/syn_biny/rn30.test.npz
Loaded data with shape [9000,26]
Defining graph...

Training on experiment 1/10...
0	Obj: 0.6976,	F: 0.6931,	Cf: 0.693,	Imb: 0.0072,	Val: 0.693,	ValImb: 0.0074,	ValObj: 0.70	ate_train: 0.0000,	pehe_train: 0.0000	ate_ood: 0.0000,	pehe_ood: 0.0000,	Acc: 55.86%,	cAcc: 48.05%
200	Obj: 0.4159,	F: 0.1805,	Cf: 0.211,	Imb: 22,	Val: 0.194,	ValImb: 24,	ValObj: 0.44	ate_train: -0.0536,	pehe_train: 0.6752	ate_ood: -0.0117,	pehe_ood: 0.5895,	Acc: 90.62%,	cAcc: 91.02%
300	Obj: 0.3999,	F: 0.1526,	Cf: 0.177,	Imb: 24,	Val: 0.171,	ValImb: 27,	ValObj: 0.43	ate_train: -0.0240,	pehe_train: 0.7049	ate_ood: 0.0163,	pehe_ood: 0.5818,	Acc: 92.58%,	cAcc: 91.41%
400	Obj: 0.4092,	F: 0.1525,	Cf: 0.187,	Imb: 26,	Val: 0.171,	ValImb: 28,	ValObj: 0.44	ate_train: -0.0242,	pehe_train: 0.7285	ate_ood: 0.0202,	pehe_ood: 0.6087,	Acc: 95.70%,	cAcc: 91.41%
500	Obj: 0.3980,	F: 0.1436,	Cf: 0.175,	Imb: 26,	Val: 0.160,	ValImb: 28,	ValObj: 0.43	ate_train: -0.0173,	pehe_train: 0.7693	ate_ood: 0.0216,	pehe_ood: 0.6558,	Acc: 94.14%,	cAcc: 92.58%
600	Obj: 0.3492,	F: 0.1272,	Cf: 0.160,	Imb: 20,	Val: 0.161,	ValImb: 23,	ValObj: 0.40	ate_train: -0.0035,	pehe_train: 0.7928	ate_ood: 0.0331,	pehe_ood: 0.6352,	Acc: 95.31%,	cAcc: 91.80%
700	Obj: 0.3539,	F: 0.1100,	Cf: 0.158,	Imb: 24,	Val: 0.155,	ValImb: 26,	ValObj: 0.41	ate_train: -0.0071,	pehe_train: 0.8206	ate_ood: 0.0275,	pehe_ood: 0.6206,	Acc: 98.83%,	cAcc: 92.97%
800	Obj: 0.3378,	F: 0.1033,	Cf: 0.155,	Imb: 22,	Val: 0.145,	ValImb: 24,	ValObj: 0.39	ate_train: -0.0040,	pehe_train: 0.8077	ate_ood: 0.0256,	pehe_ood: 0.6089,	Acc: 97.27%,	cAcc: 92.97%
900	Obj: 0.3440,	F: 0.1033,	Cf: 0.168,	Imb: 23,	Val: 0.165,	ValImb: 25,	ValObj: 0.42	ate_train: -0.0127,	pehe_train: 0.7692	ate_ood: 0.0130,	pehe_ood: 0.6059,	Acc: 98.05%,	cAcc: 92.97%
1000	Obj: 0.3322,	F: 0.0895,	Cf: 0.165,	Imb: 23,	Val: 0.158,	ValImb: 25,	ValObj: 0.41	ate_train: -0.0062,	pehe_train: 0.7982	ate_ood: 0.0110,	pehe_ood: 0.5972,	Acc: 97.66%,	cAcc: 89.45%
1100	Obj: 0.3326,	F: 0.0967,	Cf: 0.178,	Imb: 22,	Val: 0.165,	ValImb: 23,	ValObj: 0.41	ate_train: -0.0130,	pehe_train: 0.7706	ate_ood: 0.0081,	pehe_ood: 0.5969,	Acc: 98.05%,	cAcc: 93.36%
1200	Obj: 0.3071,	F: 0.0764,	Cf: 0.160,	Imb: 21,	Val: 0.145,	ValImb: 23,	ValObj: 0.39	ate_train: -0.0051,	pehe_train: 0.8144	ate_ood: 0.0167,	pehe_ood: 0.5972,	Acc: 98.83%,	cAcc: 90.62%
1300	Obj: 0.3091,	F: 0.0776,	Cf: 0.192,	Imb: 21,	Val: 0.153,	ValImb: 24,	ValObj: 0.40	ate_train: -0.0147,	pehe_train: 0.7896	ate_ood: 0.0024,	pehe_ood: 0.5819,	Acc: 98.44%,	cAcc: 95.31%
1400	Obj: 0.3230,	F: 0.0737,	Cf: 0.190,	Imb: 25,	Val: 0.157,	ValImb: 27,	ValObj: 0.42	ate_train: -0.0110,	pehe_train: 0.7810	ate_ood: 0.0008,	pehe_ood: 0.5506,	Acc: 98.83%,	cAcc: 92.97%
1500	Obj: 0.3040,	F: 0.0710,	Cf: 0.190,	Imb: 22,	Val: 0.170,	ValImb: 24,	ValObj: 0.41	ate_train: -0.0112,	pehe_train: 0.8460	ate_ood: 0.0055,	pehe_ood: 0.5711,	Acc: 99.22%,	cAcc: 93.75%
1600	Obj: 0.2940,	F: 0.0582,	Cf: 0.186,	Imb: 22,	Val: 0.149,	ValImb: 24,	ValObj: 0.40	ate_train: -0.0047,	pehe_train: 0.8508	ate_ood: -0.0016,	pehe_ood: 0.5825,	Acc: 98.05%,	cAcc: 96.09%
1700	Obj: 0.2894,	F: 0.0555,	Cf: 0.214,	Imb: 22,	Val: 0.154,	ValImb: 24,	ValObj: 0.40	ate_train: -0.0110,	pehe_train: 0.8457	ate_ood: -0.0008,	pehe_ood: 0.5747,	Acc: 99.61%,	cAcc: 93.36%
1800	Obj: 0.2906,	F: 0.0525,	Cf: 0.200,	Imb: 22,	Val: 0.158,	ValImb: 25,	ValObj: 0.41	ate_train: -0.0106,	pehe_train: 0.8387	ate_ood: 0.0047,	pehe_ood: 0.5688,	Acc: 100.00%,	cAcc: 96.09%
